name,desc,latitude,longitude,color,url
Alpenbirkenzeisig,Samstag 5. November 2022,54.182889,7.887378,darkgreen,https://www.ornitho.de/index.php?m_id=54&id=72934254,504
Alpenbirkenzeisig,Samstag 5. November 2022,54.186855,7.882577,darkgreen,https://www.ornitho.de/index.php?m_id=54&id=72937261,504
Alpenbirkenzeisig,Freitag 4. November 2022,51.75222222222222,8.69111111111111,darkgreen,https://www.ornitho.de/index.php?m_id=54&id=72933645,504
Alpenbirkenzeisige,Freitag 4. November 2022,54.185578,7.884259,darkgreen,https://www.ornitho.de/index.php?m_id=54&id=72920152,504
Alpenbirkenzeisig,Donnerstag 3. November 2022,52.28150577452919,10.536207874451023,darkgreen,https://www.ornitho.de/index.php?m_id=54&id=72900874,504
Alpenbirkenzeisige,Donnerstag 3. November 2022,52.107624,10.380807,darkgreen,https://www.ornitho.de/index.php?m_id=54&id=72911103,504
Alpenbirkenzeisig,Donnerstag 3. November 2022,51.348038,6.259119,darkgreen,https://www.ornitho.de/index.php?m_id=54&id=72901389,504
Alpenbirkenzeisig,Donnerstag 3. November 2022,51.16435555555556,9.115,darkgreen,https://www.ornitho.de/index.php?m_id=54&id=72913359,504
Alpenbirkenzeisige,Donnerstag 3. November 2022,54.185545,7.884911,darkgreen,https://www.ornitho.de/index.php?m_id=54&id=72901034,504
Alpenbirkenzeisig,Donnerstag 3. November 2022,54.184558,7.886752,darkgreen,https://www.ornitho.de/index.php?m_id=54&id=72908403,504
Alpenbirkenzeisig,Donnerstag 3. November 2022,54.18277777777777,7.888055555555555,darkgreen,https://www.ornitho.de/index.php?m_id=54&id=72908869,504
Alpenbirkenzeisige,Donnerstag 3. November 2022,54.18511874924667,7.882868377109435,darkgreen,https://www.ornitho.de/index.php?m_id=54&id=72915762,504
Alpenbirkenzeisige,Donnerstag 3. November 2022,54.18451874924667,7.882868377109435,darkgreen,https://www.ornitho.de/index.php?m_id=54&id=72915762,504
Alpenbirkenzeisig,Mittwoch 2. November 2022,52.41083333333333,9.940277777777778,darkgreen,https://www.ornitho.de/index.php?m_id=54&id=72885216,504
Alpenbirkenzeisig,Mittwoch 2. November 2022,50.06236666666667,8.878055555555555,darkgreen,https://www.ornitho.de/index.php?m_id=54&id=72886275,504
Alpenbirkenzeisige,Mittwoch 2. November 2022,54.18689605882271,7.8841627552949936,darkgreen,https://www.ornitho.de/index.php?m_id=54&id=72891683,504
Alpenbirkenzeisige,Dienstag 1. November 2022,52.41023333333333,9.940277777777778,darkgreen,https://www.ornitho.de/index.php?m_id=54&id=72885222,504
Alpenbirkenzeisig,Dienstag 1. November 2022,51.16375555555556,9.115,darkgreen,https://www.ornitho.de/index.php?m_id=54&id=72880055,504
Alpenbirkenzeisig,Dienstag 1. November 2022,50.220627,6.97494,darkgreen,https://www.ornitho.de/index.php?m_id=54&id=72874659,504
Alpenbirkenzeisig,Montag 31. Oktober 2022,54.462500000000006,9.931944444444444,darkgreen,https://www.ornitho.de/index.php?m_id=54&id=72851260,504
Alpenbirkenzeisige,Montag 31. Oktober 2022,53.54416666666666,12.823055555555555,darkgreen,https://www.ornitho.de/index.php?m_id=54&id=72878856,504
Alpenbirkenzeisige,Montag 31. Oktober 2022,51.40157777777778,9.656944444444445,darkgreen,https://www.ornitho.de/index.php?m_id=54&id=72834965,504
Alpenbirkenzeisig,Montag 31. Oktober 2022,51.3194,7.052222222222222,darkgreen,https://www.ornitho.de/index.php?m_id=54&id=72868149,504
Alpenbirkenzeisig,Montag 31. Oktober 2022,50.575298,7.287334,darkgreen,https://www.ornitho.de/index.php?m_id=54&id=72832984,504
Alpenbirkenzeisige,Montag 31. Oktober 2022,50.94099591754334,13.48524260223145,darkgreen,https://www.ornitho.de/index.php?m_id=54&id=72850330,504
Alpenbirkenzeisig,Montag 31. Oktober 2022,54.182243,7.887648,darkgreen,https://www.ornitho.de/index.php?m_id=54&id=72834284,504
Alpenbirkenzeisig,Montag 31. Oktober 2022,54.188055,7.884805,darkgreen,https://www.ornitho.de/index.php?m_id=54&id=72843027,504
Alpenbirkenzeisige,Sonntag 30. Oktober 2022,51.40097777777778,9.656944444444445,darkgreen,https://www.ornitho.de/index.php?m_id=54&id=72825697,504
Alpenbirkenzeisige,Sonntag 30. Oktober 2022,52.443084,9.317589,darkgreen,https://www.ornitho.de/index.php?m_id=54&id=72817936,504
Alpenbirkenzeisige,Sonntag 30. Oktober 2022,52.494166666666665,7.990555555555556,darkgreen,https://www.ornitho.de/index.php?m_id=54&id=72893824,504
Alpenbirkenzeisig,Sonntag 30. Oktober 2022,53.775236,7.810209,darkgreen,https://www.ornitho.de/index.php?m_id=54&id=72822402,504
Alpenbirkenzeisige,Sonntag 30. Oktober 2022,54.18666666666666,7.883611111111111,darkgreen,https://www.ornitho.de/index.php?m_id=54&id=72890470,504
Alpenbirkenzeisige,Samstag 29. Oktober 2022,52.463239,9.357262,darkgreen,https://www.ornitho.de/index.php?m_id=54&id=72776804,504
Alpenbirkenzeisige,Samstag 29. Oktober 2022,53.328264603603174,9.856891319464625,darkgreen,https://www.ornitho.de/index.php?m_id=54&id=72777053,504
Alpenbirkenzeisige,Samstag 29. Oktober 2022,53.11023333333333,8.123888888888889,darkgreen,https://www.ornitho.de/index.php?m_id=54&id=72795239,504
Alpenbirkenzeisige,Samstag 29. Oktober 2022,52.02500333621194,7.64239370048341,darkgreen,https://www.ornitho.de/index.php?m_id=54&id=72784064,504
Alpenbirkenzeisig,Samstag 29. Oktober 2022,50.690043,8.482517,darkgreen,https://www.ornitho.de/index.php?m_id=54&id=72785784,504
Alpenbirkenzeisige,Samstag 29. Oktober 2022,50.42305555555555,7.495277777777778,darkgreen,https://www.ornitho.de/index.php?m_id=54&id=72809018,504
Alpenbirkenzeisig,Samstag 29. Oktober 2022,54.185458,7.884175,darkgreen,https://www.ornitho.de/index.php?m_id=54&id=72778805,504
Alpenbirkenzeisige,Freitag 28. Oktober 2022,53.994166666666665,9.323611111111111,darkgreen,https://www.ornitho.de/index.php?m_id=54&id=72829777,504
Alpenbirkenzeisige,Freitag 28. Oktober 2022,51.3188,7.052222222222222,darkgreen,https://www.ornitho.de/index.php?m_id=54&id=72867543,504
